Last Name,First Name,Type,MAIN QUEST NPC,SIDE QUEST NPC,Lifestyle,House Name,Faction,Occupation,Age,Bar Disposition,Party Disposition
Belabranta,Moedt,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",56,-23,-17
Belabranta,Oria,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",85,-24,-13
Belabranta,Pryeth,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",69,2,4
Belabranta,Qilor,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",115,-1,-10
Belabranta,Qilyn,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",71,57,61
Belabranta,Sylis,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",107,-23,-18
Belabranta,Sylith,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",72,-14,-7
Belabranta,Toria,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",69,58,71
Belabranta,Toros,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",35,-17,-19
Belabranta,Uthanna,Noble,0,0,Wealthy,Belabranta,House Belabranta,"Griffon breeding and taming, hunting",77,17,6
Bladesemmer,Aesas,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",74,34,29
Bladesemmer,Aeson,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",31,-14,-22
Bladesemmer,Alis,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",93,39,38
Bladesemmer,Daran,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",89,22,30
Bladesemmer,Dhanna,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",39,-27,-32
Bladesemmer,Hala,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",42,43,40
Bladesemmer,Ilya,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",26,-3,-4
Bladesemmer,Ilyth,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",70,50,36
Bladesemmer,Loranna,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",55,45,55
Bladesemmer,Marus,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",46,-23,-8
Bladesemmer,Onya,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",63,33,29
Bladesemmer,Pryel,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",25,-29,-30
Bladesemmer,Qilanna,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",92,19,6
Bladesemmer,Raelos,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",85,2,-8
Bladesemmer,Syleth,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",98,4,-5
Bladesemmer,Taeros,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",66,-22,-26
Bladesemmer,Toranna,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",52,58,48
Bladesemmer,Uthith,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",38,42,36
Bladesemmer,Uthyr,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",35,25,20
Bladesemmer,Vaela,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",47,-23,-26
Bladesemmer,Xylus,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",47,45,58
Bladesemmer,Zorin,Noble,0,0,Wealthy,Bladesemmer,House Bladesemmer,"Fencing, sword forging, designing exotic body armor",100,19,19
Blagmar,Floon,Citizen,0,0,Modest,Unaffiliated,Independent,Socialite,26,64,56
Blastwind,Barnibus,Citizen,0,0,Modest,Unaffiliated,Independent,Watchful Order of Magists,29,66,69
Brokengulf,Aesos,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",45,-2,-9
Brokengulf,Casel,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",92,47,44
Brokengulf,Cora,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",63,56,71
Brokengulf,Davia,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",58,0,-8
Brokengulf,Davith,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",65,48,46
Brokengulf,Fenon,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",22,3,9
Brokengulf,Galas,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",107,51,47
Brokengulf,Garan,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",86,-4,-16
Brokengulf,Ilyis,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",70,25,33
Brokengulf,Jorth,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",41,7,-4
Brokengulf,Morus II,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",76,27,28
Brokengulf,Oryn,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",55,-19,-31
Brokengulf,Prandergast,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",55,24,20
Brokengulf,Pryth,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",65,-9,-7
Brokengulf,Toryr,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",82,31,36
Brokengulf,Vaelen,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",82,55,66
Brokengulf,Wynyr,Noble,0,0,Wealthy,Brokengulf,House Brokengulf,"Exploration, guiding, and the hunting and procurement of exotic beasts",57,39,44
Brossfeather,Aesos,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",58,57,51
Brossfeather,Aesyr,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",79,36,26
Brossfeather,Belius,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",1,58,49
Brossfeather,Belus,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",43,10,10
Brossfeather,Bresa,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",10,19,33
Brossfeather,Bresan,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",59,28,30
Brossfeather,Casel,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",78,-18,-25
Brossfeather,Corith,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",40,55,64
Brossfeather,Ereen,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",27,54,52
Brossfeather,Ereus,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",67,-29,-39
Brossfeather,Galanna,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",63,7,7
Brossfeather,Galin,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",59,52,48
Brossfeather,Garen,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",28,24,32
Brossfeather,Hala,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",1,-21,-35
Brossfeather,Halas,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",58,54,56
Brossfeather,Halin,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",82,-19,-6
Brossfeather,Halyn,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",30,47,39
Brossfeather,Joria,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",15,39,40
Brossfeather,Katya,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",45,-19,-20
Brossfeather,Lorius,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",23,48,39
Brossfeather,Nyth,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",1,-11,-8
Brossfeather,Orbul,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",50,58,61
Brossfeather,Pol,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",23,4,16
Brossfeather,Raelos,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",29,6,1
Brossfeather,Sylar,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",67,17,30
Brossfeather,Sylyr,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",51,-29,-44
Brossfeather,Tora,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",19,14,28
Brossfeather,Uthyn,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",66,-19,-17
Brossfeather,Yaryr,Noble,0,0,Wealthy,Brossfeather,House Brossfeather,"Forestry, lumbering",60,-19,-28
Bumblestout,Murgo,Citizen,0,1,Modest,Unaffiliated,Independent,Tailor,66,53,62
Cassalanter,Ala,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",45,-22,-27
Cassalanter,Alor,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",67,37,49
Cassalanter,Belen,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",38,28,38
Cassalanter,Belus,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",25,38,42
Cassalanter,Bresar,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",74,21,19
Cassalanter,Casanna,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",62,-13,-14
Cassalanter,Casia,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",70,4,19
Cassalanter,Daras,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",16,13,14
Cassalanter,Darel,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",39,51,60
Cassalanter,Dava,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",5,-4,4
Cassalanter,Davar,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",15,-15,-16
Cassalanter,Daven,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",25,41,55
Cassalanter,Davyn,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",35,30,43
Cassalanter,Ereor,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",36,-16,-15
Cassalanter,Faeen,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",61,31,32
Cassalanter,Galus,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",87,-15,-23
Cassalanter,Gareth,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",2,-8,-1
Cassalanter,Maras,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",78,-21,-11
Cassalanter,Maris,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",27,11,-2
Cassalanter,Ohrl,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",57,41,42
Cassalanter,Oranna,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",77,-17,-20
Cassalanter,Oreth,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",45,-28,-21
Cassalanter,Panricon,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",33,31,39
Cassalanter,Raelus,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",26,39,39
Cassalanter,Raelus,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",26,4,17
Cassalanter,Syull,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",55,44,30
Cassalanter,Uthis,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",35,-27,-38
Cassalanter,Uthon,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",78,32,29
Cassalanter,Vaela,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",32,59,46
Cassalanter,Vaelanna,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",90,40,49
Cassalanter,Vaelas,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",24,52,64
Cassalanter,Vaelith,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",50,-17,-20
Cassalanter,Wynis,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",81,-24,-12
Cassalanter,Xylel,Noble,0,0,Wealthy,Cassalanter,House Cassalanter,"Banking, moneylending, information gathering rumormongering",11,35,29
Cragsmere,Aesa,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",26,31,45
Cragsmere,Avren,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",75,-9,0
Cragsmere,Belith,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",54,4,13
Cragsmere,Bresis,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",56,-6,-3
Cragsmere,Bresith,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",43,31,17
Cragsmere,Casis,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",73,32,23
Cragsmere,Coras,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",39,0,-2
Cragsmere,Davan,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",106,11,22
Cragsmere,Davel,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",47,-29,-16
Cragsmere,Davus,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",103,8,4
Cragsmere,Faeius,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",70,-4,-10
Cragsmere,Fenen,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",80,-28,-28
Cragsmere,Halos,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",92,15,19
Cragsmere,Ilyas,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",101,-11,2
Cragsmere,Japhyl,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",74,15,3
Cragsmere,Jorel,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",89,-8,1
Cragsmere,Joryr,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",85,42,48
Cragsmere,Maros,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",23,42,39
Cragsmere,Marth,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",28,36,26
Cragsmere,Nyan,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",42,26,27
Cragsmere,Nyan,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",48,44,53
Cragsmere,Nyon,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",46,5,17
Cragsmere,Nyyr,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",70,2,-4
Cragsmere,Orar,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",54,32,32
Cragsmere,Prya,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",45,6,-5
Cragsmere,Raelar,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",108,-14,-11
Cragsmere,Shan,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",50,-25,-30
Cragsmere,Sylar,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",55,-25,-32
Cragsmere,Sylas,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",59,52,57
Cragsmere,Syleth,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",81,16,20
Cragsmere,Toror,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",64,38,24
Cragsmere,Utha,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",47,36,38
Cragsmere,Vaelel,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",65,55,63
Cragsmere,Zorus,Noble,0,0,Wealthy,Cragsmere,House Cragsmere,"Landowning, moneylending",71,-9,-7
Cromley,Captain,Citizen,0,0,Modest,Unaffiliated,Independent,City Watch,37,12,-3
Crommor,Alor,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",54,-8,-21
Crommor,Brigit,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",80,43,40
Crommor,Dareth,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",74,-23,-11
Crommor,Dareth,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",82,-5,9
Crommor,Duth,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",81,-23,-35
Crommor,Elus,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",106,-1,8
Crommor,Erein,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",101,29,26
Crommor,Faear,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",53,9,18
Crommor,Fenan,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",51,-21,-33
Crommor,Fenan,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",67,-30,-43
Crommor,Fenus,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",80,-5,-12
Crommor,Kadiou,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",56,-30,-29
Crommor,Mareth,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",47,21,16
Crommor,Marin,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",85,15,18
Crommor,Raelia,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",100,6,20
Crommor,Torel,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",104,38,45
Crommor,Wynius,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",46,36,21
Crommor,Xylith,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",96,-17,-22
Crommor,Zoris,Noble,0,0,Wealthy,Crommor,House Crommor,"Brasswork, including musical instruments",57,14,0
Dezlentyr,Alyr,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",40,25,22
Dezlentyr,Arlos,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",69,15,30
Dezlentyr,Belia,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",18,41,43
Dezlentyr,Bresar,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",25,-24,-14
Dezlentyr,Bresos,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",70,20,34
Dezlentyr,Casos,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",57,44,51
Dezlentyr,Corin,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",41,-29,-19
Dezlentyr,Dara,Noble,0,0,Wealthy,Dezlentyr,House Dezlentyr,"Caravan trading and shipping, exploration, island settlement, establishment of harbors",34,-10,-5
